Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2019,France,Housing and community amenities,28858.934,1.05469,27336.559,Moderate Spender,Minimal,2010,Not Calculated
2019,France,Health,217197.1,7.93775,27359.105,Mega Spender,Significant,2010,Not Calculated
2019,France,Education,143209.89,5.23379,27357.334,Mega Spender,Significant,2010,Not Calculated
2019,France,Social protection,650039.7,23.75655,27361.395,Mega Spender,Critical,2010,Not Calculated
2019,France,General public services,151933.97,5.55263,27357.598,Mega Spender,Significant,2010,Not Calculated
2019,France,Defence,47481.39,1.73527,27346.777,Moderate Spender,Minimal,2010,Not Calculated
2019,France,Public order and safety,44678.227,1.63282,27345.867,Moderate Spender,Minimal,2010,Not Calculated
2019,France,"Recreation, culture and religion",39023.76,1.42617,27343.457,Moderate Spender,Minimal,2010,Not Calculated
2019,France,"General economic, commercial and labour affairs",51439.855,1.87994,27347.95,Major Spender,Minimal,2010,Not Calculated
2019,France,RandD Economic affairs,21164.785,0.77349,27327.383,Moderate Spender,Minimal,2010,Not Calculated
2019,Germany,Total function,1.7493435e+06,44.99079,38881.395,Mega Spender,Critical,2010,Not Calculated
2019,Germany,Transport,62561.832,1.60901,38858.04,Major Spender,Minimal,2010,Not Calculated
2019,Germany,Environment protection,23123.865,0.59472,38816.668,Moderate Spender,Minimal,2010,Not Calculated
2019,Germany,Health,283426.3,7.28935,38876.914,Mega Spender,Significant,2010,Not Calculated
2019,Germany,Education,169856.75,4.36849,38873.355,Mega Spender,Moderate,2010,Not Calculated
2019,Germany,Social protection,761025.5,19.57256,38880.28,Mega Spender,Critical,2010,Not Calculated
2019,Germany,General public services,225105.05,5.7894,38875.56,Mega Spender,Significant,2010,Not Calculated
2019,Germany,Defence,41267.188,1.06134,38845.555,Moderate Spender,Minimal,2010,Not Calculated
2019,Germany,Public order and safety,63068.953,1.62205,38858.293,Major Spender,Minimal,2010,Not Calculated
2019,Germany,"Recreation, culture and religion",40630.207,1.04495,38845.266,Moderate Spender,Minimal,2010,Not Calculated
2019,Greece,Total function,98152.164,47.81915,2052.5273,Major Spender,Critical,2010,Not Calculated
2019,Greece,Social protection,40617.895,19.7888,2052.4663,Moderate Spender,Critical,2010,Not Calculated
2019,Hungary,Total function,75522.72,46.05364,1639.8505,Major Spender,Critical,2010,Not Calculated
2019,Hungary,Social protection,20754.246,12.65591,1639.7561,Moderate Spender,Critical,2010,Not Calculated
2019,India,Total function,710571.0,24.9259,28506.193,Mega Spender,Critical,2010,Not Calculated
2019,India,Housing and community amenities,51969.8,1.82303,28491.746,Major Spender,Minimal,2010,Not Calculated
2019,India,Health,37052.547,1.29975,28485.525,Moderate Spender,Minimal,2010,Not Calculated
2019,India,Education,128899.98,4.52164,28501.049,Mega Spender,Moderate,2010,Not Calculated
2019,India,Social protection,53925.086,1.89162,28492.293,Major Spender,Minimal,2010,Not Calculated
2019,India,General public services,94793.06,3.32522,28498.734,Major Spender,Moderate,2010,Not Calculated
2019,India,Defence,71225.445,2.4985,28495.877,Major Spender,Moderate,2010,Not Calculated
2019,India,Public order and safety,45743.418,1.60462,28489.566,Moderate Spender,Minimal,2010,Not Calculated
2019,Indonesia,Total function,183775.83,16.42175,11190.321,Mega Spender,Critical,2010,Not Calculated
2019,Indonesia,Education,31805.658,2.84208,11187.043,Moderate Spender,Moderate,2010,Not Calculated
2019,Indonesia,General public services,52053.09,4.65134,11188.583,Major Spender,Moderate,2010,Not Calculated
2019,Ireland,Total function,96846.12,24.25266,3993.0515,Major Spender,Critical,2010,Not Calculated
2019,Ireland,Social protection,34642.24,8.67527,3992.7568,Moderate Spender,Significant,2010,Not Calculated
2019,Israel,Total function,157568.2,39.59651,3979.245,Mega Spender,Critical,2010,Not Calculated
2019,Israel,Health,21412.86,5.381,3978.6064,Moderate Spender,Significant,2010,Not Calculated
2019,Israel,Education,28037.002,7.04563,3978.7817,Moderate Spender,Significant,2010,Not Calculated
2019,Israel,Social protection,43790.113,11.00435,3978.9841,Moderate Spender,Critical,2010,Not Calculated
2019,Israel,Defence,20834.117,5.23556,3978.5886,Moderate Spender,Significant,2010,Not Calculated
2019,Italy,Total function,974905.56,48.47136,20112.607,Mega Spender,Critical,2010,Not Calculated
2019,Italy,Transport,36619.02,1.82066,20102.006,Moderate Spender,Minimal,2010,Not Calculated
2019,Italy,Health,136915.1,6.80729,20110.057,Mega Spender,Significant,2010,Not Calculated
2019,Italy,Education,78445.72,3.90025,20107.842,Major Spender,Moderate,2010,Not Calculated
2019,Italy,Social protection,423389.75,21.05053,20112.066,Mega Spender,Critical,2010,Not Calculated
2019,Italy,General public services,147393.38,7.32826,20110.268,Mega Spender,Significant,2010,Not Calculated
2019,Italy,Defence,25386.322,1.26218,20097.152,Moderate Spender,Minimal,2010,Not Calculated
2019,Italy,Public order and safety,36733.316,1.82634,20102.07,Moderate Spender,Minimal,2010,Not Calculated
2019,Japan,Total function,1.9929994e+06,38.90056,51231.867,Mega Spender,Critical,2010,Not Calculated
2019,Japan,"Agriculture, forestry, fishing and hunting",44228.188,0.86327,51174.043,Moderate Spender,Minimal,2010,Not Calculated
2019,Japan,Transport,72029.39,1.40591,51196.87,Major Spender,Minimal,2010,Not Calculated
2019,Japan,Environment protection,57485.727,1.12204,51187.6,Major Spender,Minimal,2010,Not Calculated
2019,Japan,Housing and community amenities,32080.64,0.62617,51151.43,Moderate Spender,Minimal,2010,Not Calculated
2019,Japan,Health,394921.88,7.70832,51226.55,Mega Spender,Significant,2010,Not Calculated
2019,Japan,Education,170936.22,3.33644,51217.766,Mega Spender,Moderate,2010,Not Calculated
2019,Japan,Social protection,823585.7,16.07524,51230.0,Mega Spender,Critical,2010,Not Calculated
2019,Japan,General public services,191201.39,3.73198,51219.504,Mega Spender,Moderate,2010,Not Calculated
2019,Japan,Defence,47160.04,0.9205,51177.473,Moderate Spender,Minimal,2010,Not Calculated
2019,Japan,Public order and safety,63845.715,1.24618,51192.06,Major Spender,Minimal,2010,Not Calculated
2019,Japan,"Recreation, culture and religion",21592.58,0.42146,51111.54,Moderate Spender,Minimal,2010,Not Calculated
2019,Japan,Other industries,27476.463,0.5363,51138.03,Moderate Spender,Minimal,2010,Not Calculated
2019,Kazakhstan,Total function,35498.75,19.54054,1816.579,Moderate Spender,Critical,2010,Not Calculated
2019,"Korea, Republic of",Total function,559355.75,33.87525,16511.736,Mega Spender,Critical,2010,Not Calculated
2019,"Korea, Republic of",Health,85670.36,5.1883,16509.04,Major Spender,Significant,2010,Not Calculated
2019,"Korea, Republic of",Education,84698.305,5.12943,16509.008,Major Spender,Significant,2010,Not Calculated
2019,"Korea, Republic of",Social protection,125902.91,7.62483,16510.06,Mega Spender,Significant,2010,Not Calculated
2019,"Korea, Republic of",General public services,69029.55,4.18051,16508.283,Major Spender,Moderate,2010,Not Calculated
2019,"Korea, Republic of",Defence,42234.508,2.55777,16505.785,Moderate Spender,Moderate,2010,Not Calculated
2019,"Korea, Republic of",Public order and safety,21133.258,1.27986,16499.271,Moderate Spender,Minimal,2010,Not Calculated
2019,Luxembourg,Total function,30115.309,43.1293,698.24023,Moderate Spender,Critical,2010,Not Calculated
2019,Malaysia,Total function,76138.4,20.84391,3652.6135,Major Spender,Critical,2010,Not Calculated
2019,Malaysia,General public services,32463.785,8.8874,3652.3767,Moderate Spender,Significant,2010,Not Calculated
2019,Netherlands (Kingdom of the),Total function,383412.2,42.12421,9101.728,Mega Spender,Critical,2010,Not Calculated
2019,Netherlands (Kingdom of the),Health,66985.99,7.35953,9100.702,Major Spender,Significant,2010,Not Calculated
2019,Netherlands (Kingdom of the),Education,45382.38,4.98601,9100.118,Moderate Spender,Moderate,2010,Not Calculated
2019,Netherlands (Kingdom of the),Social protection,144287.95,15.85243,9101.371,Mega Spender,Critical,2010,Not Calculated
2019,Netherlands (Kingdom of the),General public services,36166.863,3.97353,9099.658,Moderate Spender,Moderate,2010,Not Calculated
2019,New Zealand,Total function,73804.49,34.57945,2134.284,Major Spender,Critical,2010,Not Calculated
2019,New Zealand,Social protection,21624.568,10.13171,2134.1345,Moderate Spender,Critical,2010,Not Calculated
2019,Norway,Total function,208757.16,51.55244,4049.3352,Mega Spender,Critical,2010,Not Calculated
2019,Norway,Health,35248.75,8.70466,4048.946,Moderate Spender,Significant,2010,Not Calculated
2019,Norway,Education,22701.023,5.606,4048.6934,Moderate Spender,Significant,2010,Not Calculated
2019,Norway,Social protection,79851.93,19.71938,4049.2087,Major Spender,Critical,2010,Not Calculated
2019,Peru,Total function,47406.664,20.76272,2283.149,Moderate Spender,Critical,2010,Not Calculated
2019,Philippines,Total function,69706.5,18.49845,3768.0312,Major Spender,Critical,2010,Not Calculated
2019,Philippines,General public services,28953.635,7.68361,3767.743,Moderate Spender,Significant,2010,Not Calculated
2019,Poland,Total function,249604.67,41.87587,5960.4424,Mega Spender,Critical,2010,Not Calculated
2019,Poland,Transport,20070.3,3.36717,5958.8145,Moderate Spender,Moderate,2010,Not Calculated
2019,Poland,Health,29142.84,4.88926,5959.3643,Moderate Spender,Moderate,2010,Not Calculated
2019,Poland,Education,29922.123,5.02,5959.395,Moderate Spender,Significant,2010,Not Calculated
2019,Poland,Social protection,99626.82,16.71427,5960.2285,Major Spender,Critical,2010,Not Calculated
2019,Poland,General public services,25225.627,4.23207,5959.18,Moderate Spender,Moderate,2010,Not Calculated
2019,Portugal,Total function,101876.85,42.451,2399.8127,Mega Spender,Critical,2010,Not Calculated
2019,Portugal,Social protection,40478.418,16.86693,2399.7266,Moderate Spender,Critical,2010,Not Calculated
2019,Romania,Total function,90277.67,35.96465,2510.1082,Major Spender,Critical,2010,Not Calculated
2019,Romania,Social protection,29595.451,11.79018,2509.965,Moderate Spender,Critical,2010,Not Calculated
2019,Russian Federation,Total function,639876.4,37.79285,16930.701,Mega Spender,Critical,2010,Not Calculated
2019,Russian Federation,Housing and community amenities,20448.84,1.20776,16917.203,Moderate Spender,Minimal,2010,Not Calculated
2019,Russian Federation,Health,56697.45,3.34871,16926.076,Major Spender,Moderate,2010,Not Calculated
2019,Russian Federation,Education,59416.887,3.50932,16926.346,Major Spender,Moderate,2010,Not Calculated
2019,Russian Federation,Social protection,201910.3,11.92537,16929.734,Mega Spender,Critical,2010,Not Calculated
2019,Russian Federation,General public services,139734.73,8.25312,16929.088,Mega Spender,Significant,2010,Not Calculated
2019,Russian Federation,Defence,31576.365,1.86499,16922.043,Moderate Spender,Minimal,2010,Not Calculated
2019,Russian Federation,Public order and safety,36804.7,2.17379,16923.336,Moderate Spender,Moderate,2010,Not Calculated
2019,Russian Federation,Other industries,26001.559,1.53572,16920.166,Moderate Spender,Minimal,2010,Not Calculated
2019,Russian Federation,Economic affairs n.e.c.,22819.33,1.34777,16918.621,Moderate Spender,Minimal,2010,Not Calculated
2019,Singapore,Total function,59423.36,15.82579,3754.6057,Major Spender,Critical,2010,Not Calculated
2019,Slovakia,Total function,42847.91,40.52948,1057.1775,Moderate Spender,Critical,2010,Not Calculated
2019,Slovenia,Total function,23459.562,43.1785,543.3032,Moderate Spender,Critical,2010,Not Calculated
2019,South Africa,Total function,159818.78,41.13409,3885.2178,Mega Spender,Critical,2010,Not Calculated
2019,South Africa,Education,29877.37,7.68982,3884.8093,Moderate Spender,Significant,2010,Not Calculated
2019,South Africa,Social protection,20193.824,5.19748,3884.5632,Moderate Spender,Significant,2010,Not Calculated
2019,South Africa,General public services,33818.145,8.7041,3884.8657,Moderate Spender,Significant,2010,Not Calculated
2019,Spain,Total function,589573.5,42.28394,13942.872,Mega Spender,Critical,2010,Not Calculated
2019,Spain,Transport,20691.246,1.48397,13933.779,Moderate Spender,Minimal,2010,Not Calculated
2019,Spain,Health,85000.58,6.0962,13940.92,Major Spender,Significant,2010,Not Calculated
2019,Spain,Education,56034.176,4.01875,13939.716,Major Spender,Moderate,2010,Not Calculated
2019,Spain,Social protection,242475.94,17.39026,13942.401,Mega Spender,Critical,2010,Not Calculated
2019,Spain,General public services,75864.55,5.44097,13940.641,Major Spender,Significant,2010,Not Calculated
2019,Spain,Public order and safety,25384.086,1.82053,13935.584,Moderate Spender,Minimal,2010,Not Calculated
2019,Sweden,Total function,262326.66,49.13592,5338.6875,Mega Spender,Critical,2010,Not Calculated
2019,Sweden,Health,37174.984,6.96318,5338.0273,Moderate Spender,Significant,2010,Not Calculated
2019,Sweden,Education,36918.387,6.91512,5338.02,Moderate Spender,Significant,2010,Not Calculated
2019,Sweden,Social protection,101198.52,18.95531,5338.5137,Mega Spender,Critical,2010,Not Calculated
2019,Sweden,General public services,36756.31,6.88476,5338.0176,Moderate Spender,Significant,2010,Not Calculated
2019,"Switzerland, Liechtenstein",Total function,239927.14,32.50405,7381.2266,Mega Spender,Critical,2010,Not Calculated
2019,"Switzerland, Liechtenstein",Education,39967.54,5.41459,7380.09,Moderate Spender,Significant,2010,Not Calculated
2019,"Switzerland, Liechtenstein",Social protection,94203.37,12.76217,7380.875,Major Spender,Critical,2010,Not Calculated
2019,"Switzerland, Liechtenstein",General public services,31257.234,4.23456,7379.7173,Moderate Spender,Moderate,2010,Not Calculated
2019,Thailand,Total function,111302.625,20.457,5440.543,Mega Spender,Critical,2010,Not Calculated
2019,Thailand,General public services,36292.977,6.67051,5439.9946,Moderate Spender,Significant,2010,Not Calculated
2019,Türkiye,Total function,264622.47,34.82173,7599.1304,Mega Spender,Critical,2010,Not Calculated
2019,Türkiye,Health,41960.625,5.52161,7597.97,Moderate Spender,Significant,2010,Not Calculated
2019,Türkiye,Education,29566.15,3.89062,7597.389,Moderate Spender,Moderate,2010,Not Calculated
2019,Türkiye,Social protection,80931.555,10.6498,7598.6357,Major Spender,Critical,2010,Not Calculated
2019,Türkiye,General public services,37549.84,4.94119,7597.8145,Moderate Spender,Moderate,2010,Not Calculated
2019,Ukraine,Total function,63455.316,41.23607,1538.7931,Major Spender,Critical,2010,Not Calculated
2019,Ukraine,Social protection,23114.969,15.02113,1538.7278,Moderate Spender,Critical,2010,Not Calculated
2019,United Kingdom,Total function,1.1656554e+06,40.79915,28569.88,Mega Spender,Critical,2010,Not Calculated
2019,United Kingdom,Transport,46877.566,1.64076,28553.24,Moderate Spender,Minimal,2010,Not Calculated
2019,United Kingdom,Housing and community amenities,22346.174,0.78214,28534.072,Moderate Spender,Minimal,2010,Not Calculated
2019,United Kingdom,Health,217702.55,7.61982,28566.814,Mega Spender,Significant,2010,Not Calculated
2019,United Kingdom,Education,140094.05,4.90344,28564.738,Mega Spender,Moderate,2010,Not Calculated
2019,United Kingdom,Social protection,422177.62,14.77666,28568.637,Mega Spender,Critical,2010,Not Calculated
2019,United Kingdom,General public services,124454.16,4.35603,28563.99,Mega Spender,Moderate,2010,Not Calculated
2019,United Kingdom,Defence,56351.11,1.97235,28556.064,Major Spender,Minimal,2010,Not Calculated
2019,United Kingdom,Public order and safety,50921.246,1.7823,28554.502,Major Spender,Minimal,2010,Not Calculated
2019,United Kingdom,"General economic, commercial and labour affairs",20228.604,0.70802,28530.373,Moderate Spender,Minimal,2010,Not Calculated
2019,United States of America,Total function,8.2216335e+06,38.26489,214855.42,Mega Spender,Critical,2010,Not Calculated
2019,United States of America,Housing and community amenities,104714.84,0.48736,214421.42,Mega Spender,Minimal,2010,Not Calculated
